"Country or Area","Year","Area","Age of husband","Age of wife","Source Year","Value","Value Footnotes"
"Egypt","2020","Total","25 - 29","45 - 49","2022","189","1"
"Egypt","2020","Total","25 - 29","50 - 54","2022","64","1"
"Egypt","2020","Total","25 - 29","55 - 59","2022","20","1"
"Egypt","2020","Total","25 - 29","60 - 64","2022","16","1"
"Egypt","2020","Total","25 - 29","65 - 69","2022","5","1"
"Egypt","2020","Total","25 - 29","70 - 74","2022","2","1"
"Egypt","2020","Total","25 - 29","75 +","2022","4","1"
"Egypt","2020","Total","30 - 34","Total","2022","43739","1"
"Egypt","2020","Total","30 - 34","18 - 19","2022","1893","1"
"Egypt","2020","Total","30 - 34","20 - 24","2022","10723","1"
"Egypt","2020","Total","30 - 34","25 - 29","2022","15849","1"
"Egypt","2020","Total","30 - 34","30 - 34","2022","11120","1"
"Egypt","2020","Total","30 - 34","35 - 39","2022","2623","1"
"Egypt","2020","Total","30 - 34","40 - 44","2022","877","1"
"Egypt","2020","Total","30 - 34","45 - 49","2022","383","1"
"Egypt","2020","Total","30 - 34","50 - 54","2022","180","1"
"Egypt","2020","Total","30 - 34","55 - 59","2022","56","1"
"Egypt","2020","Total","30 - 34","60 - 64","2022","17","1"
"Egypt","2020","Total","30 - 34","65 - 69","2022","9","1"
"Egypt","2020","Total","30 - 34","70 - 74","2022","5","1"
"Egypt","2020","Total","30 - 34","75 +","2022","4","1"
"Egypt","2020","Total","35 - 39","Total","2022","36423","1"
"Egypt","2020","Total","35 - 39","18 - 19","2022","431","1"
"Egypt","2020","Total","35 - 39","20 - 24","2022","3350","1"
"Egypt","2020","Total","35 - 39","25 - 29","2022","7627","1"
"Egypt","2020","Total","35 - 39","30 - 34","2022","13318","1"
"Egypt","2020","Total","35 - 39","35 - 39","2022","8641","1"
"Egypt","2020","Total","35 - 39","40 - 44","2022","1924","1"
"Egypt","2020","Total","35 - 39","45 - 49","2022","704","1"
"Egypt","2020","Total","35 - 39","50 - 54","2022","252","1"
"Egypt","2020","Total","35 - 39","55 - 59","2022","88","1"
"Egypt","2020","Total","35 - 39","60 - 64","2022","67","1"
"Egypt","2020","Total","35 - 39","65 - 69","2022","12","1"
"Egypt","2020","Total","35 - 39","70 - 74","2022","5","1"
"Egypt","2020","Total","35 - 39","75 +","2022","4","1"
"Egypt","2020","Total","40 - 44","Total","2022","28480","1"
"Egypt","2020","Total","40 - 44","18 - 19","2022","149","1"
"Egypt","2020","Total","40 - 44","20 - 24","2022","1039","1"
"Egypt","2020","Total","40 - 44","25 - 29","2022","2628","1"
"Egypt","2020","Total","40 - 44","30 - 34","2022","6932","1"
"Egypt","2020","Total","40 - 44","35 - 39","2022","10069","1"
"Egypt","2020","Total","40 - 44","40 - 44","2022","5758","1"
"Egypt","2020","Total","40 - 44","45 - 49","2022","1288","1"
"Egypt","2020","Total","40 - 44","50 - 54","2022","418","1"
"Egypt","2020","Total","40 - 44","55 - 59","2022","117","1"
"Egypt","2020","Total","40 - 44","60 - 64","2022","61","1"
"Egypt","2020","Total","40 - 44","65 - 69","2022","9","1"
"Egypt","2020","Total","40 - 44","70 - 74","2022","10","1"
"Egypt","2020","Total","40 - 44","75 +","2022","2","1"
"Egypt","2020","Total","45 - 49","Total","2022","20567","1"
"Egypt","2020","Total","45 - 49","18 - 19","2022","46","1"
"Egypt","2020","Total","45 - 49","20 - 24","2022","361","1"
"Egypt","2020","Total","45 - 49","25 - 29","2022","874","1"
"Egypt","2020","Total","45 - 49","30 - 34","2022","2459","1"
"Egypt","2020","Total","45 - 49","35 - 39","2022","5442","1"
"Egypt","2020","Total","45 - 49","40 - 44","2022","7062","1"
"Egypt","2020","Total","45 - 49","45 - 49","2022","3320","1"
"Egypt","2020","Total","45 - 49","50 - 54","2022","702","1"
"Egypt","2020","Total","45 - 49","55 - 59","2022","200","1"
"Egypt","2020","Total","45 - 49","60 - 64","2022","69","1"
"Egypt","2020","Total","45 - 49","65 - 69","2022","23","1"
"Egypt","2020","Total","45 - 49","70 - 74","2022","5","1"
"Egypt","2020","Total","45 - 49","75 +","2022","4","1"
"Egypt","2020","Total","50 - 54","Total","2022","16372","1"
"Egypt","2020","Total","50 - 54","18 - 19","2022","23","1"
"Egypt","2020","Total","50 - 54","20 - 24","2022","191","1"
"Egypt","2020","Total","50 - 54","25 - 29","2022","459","1"
"Egypt","2020","Total","50 - 54","30 - 34","2022","1260","1"
"Egypt","2020","Total","50 - 54","35 - 39","2022","2478","1"
"Egypt","2020","Total","50 - 54","40 - 44","2022","4504","1"
"Egypt","2020","Total","50 - 54","45 - 49","2022","4549","1"
"Egypt","2020","Total","50 - 54","50 - 54","2022","2233","1"
"Egypt","2020","Total","50 - 54","55 - 59","2022","515","1"
"Egypt","2020","Total","50 - 54","60 - 64","2022","121","1"
"Egypt","2020","Total","50 - 54","65 - 69","2022","29","1"
"Egypt","2020","Total","50 - 54","70 - 74","2022","4","1"
"Egypt","2020","Total","50 - 54","75 +","2022","6","1"
"Egypt","2020","Total","55 - 59","Total","2022","12027","1"
"Egypt","2020","Total","55 - 59","18 - 19","2022","20","1"
"Egypt","2020","Total","55 - 59","20 - 24","2022","135","1"
"Egypt","2020","Total","55 - 59","25 - 29","2022","293","1"
"Egypt","2020","Total","55 - 59","30 - 34","2022","691","1"
"Egypt","2020","Total","55 - 59","35 - 39","2022","1312","1"
"Egypt","2020","Total","55 - 59","40 - 44","2022","2221","1"
"Egypt","2020","Total","55 - 59","45 - 49","2022","2863","1"
"Egypt","2020","Total","55 - 59","50 - 54","2022","2764","1"
"Egypt","2020","Total","55 - 59","55 - 59","2022","1382","1"
"Egypt","2020","Total","55 - 59","60 - 64","2022","267","1"
"Egypt","2020","Total","55 - 59","65 - 69","2022","51","1"
"Egypt","2020","Total","55 - 59","70 - 74","2022","22","1"
"Egypt","2020","Total","55 - 59","75 +","2022","6","1"
"Egypt","2020","Total","60 - 64","Total","2022","7558","1"
"Egypt","2020","Total","60 - 64","18 - 19","2022","7","1"
"Egypt","2020","Total","60 - 64","20 - 24","2022","47","1"
"Egypt","2020","Total","60 - 64","25 - 29","2022","169","1"
"Egypt","2020","Total","60 - 64","30 - 34","2022","376","1"
"Egypt","2020","Total","60 - 64","35 - 39","2022","575","1"
"Egypt","2020","Total","60 - 64","40 - 44","2022","963","1"
"Egypt","2020","Total","60 - 64","45 - 49","2022","1307","1"
"Egypt","2020","Total","60 - 64","50 - 54","2022","1714","1"
"Egypt","2020","Total","60 - 64","55 - 59","2022","1566","1"
"Egypt","2020","Total","60 - 64","60 - 64","2022","708","1"
"Egypt","2020","Total","60 - 64","65 - 69","2022","101","1"
"Egypt","2020","Total","60 - 64","70 - 74","2022","22","1"
"Egypt","2020","Total","60 - 64","75 +","2022","3","1"
"Egypt","2020","Total","65 - 69","Total","2022","4590","1"
"Egypt","2020","Total","65 - 69","18 - 19","2022","3","1"
"Egypt","2020","Total","65 - 69","20 - 24","2022","35","1"
"Egypt","2020","Total","65 - 69","25 - 29","2022","92","1"
"Egypt","2020","Total","65 - 69","30 - 34","2022","206","1"
"Egypt","2020","Total","65 - 69","35 - 39","2022","323","1"
"Egypt","2020","Total","65 - 69","40 - 44","2022","539","1"
"Egypt","2020","Total","65 - 69","45 - 49","2022","702","1"
"Egypt","2020","Total","65 - 69","50 - 54","2022","738","1"
"Egypt","2020","Total","65 - 69","55 - 59","2022","915","1"
"Egypt","2020","Total","65 - 69","60 - 64","2022","726","1"
"Egypt","2020","Total","65 - 69","65 - 69","2022","267","1"
"Egypt","2020","Total","65 - 69","70 - 74","2022","38","1"
"Egypt","2020","Total","65 - 69","75 +","2022","6","1"
"Egypt","2020","Total","70 - 74","Total","2022","2428","1"
"Egypt","2020","Total","70 - 74","18 - 19","2022","6","1"
"Egypt","2020","Total","70 - 74","20 - 24","2022","29","1"
"Egypt","2020","Total","70 - 74","25 - 29","2022","41","1"
"Egypt","2020","Total","70 - 74","30 - 34","2022","109","1"
"Egypt","2020","Total","70 - 74","35 - 39","2022","194","1"
"Egypt","2020","Total","70 - 74","40 - 44","2022","235","1"
"Egypt","2020","Total","70 - 74","45 - 49","2022","320","1"
"Egypt","2020","Total","70 - 74","50 - 54","2022","407","1"
"Egypt","2020","Total","70 - 74","55 - 59","2022","351","1"
"Egypt","2020","Total","70 - 74","60 - 64","2022","372","1"
"Egypt","2020","Total","70 - 74","65 - 69","2022","245","1"
"Egypt","2020","Total","70 - 74","70 - 74","2022","109","1"
"Egypt","2020","Total","70 - 74","75 +","2022","10","1"
"Egypt","2020","Total","75 +","Total","2022","1721","1"
"Egypt","2020","Total","75 +","18 - 19","2022","0","1"
"Egypt","2020","Total","75 +","20 - 24","2022","9","1"
"Egypt","2020","Total","75 +","25 - 29","2022","32","1"
"Egypt","2020","Total","75 +","30 - 34","2022","93","1"
"Egypt","2020","Total","75 +","35 - 39","2022","114","1"
"Egypt","2020","Total","75 +","40 - 44","2022","172","1"
"Egypt","2020","Total","75 +","45 - 49","2022","251","1"
"Egypt","2020","Total","75 +","50 - 54","2022","236","1"
"Egypt","2020","Total","75 +","55 - 59","2022","257","1"
"Egypt","2020","Total","75 +","60 - 64","2022","218","1"
"Egypt","2020","Total","75 +","65 - 69","2022","144","1"
"Egypt","2020","Total","75 +","70 - 74","2022","112","1"
"Egypt","2020","Total","75 +","75 +","2022","83","1"
"Egypt","2019","Total","Total","Total","2021","225929","1"
"Egypt","2019","Total","Total","18 - 19","2021","10035","1"
"Egypt","2019","Total","Total","20 - 24","2021","38235","1"
"Egypt","2019","Total","Total","25 - 29","2021","41142","1"
"Egypt","2019","Total","Total","30 - 34","2021","41389","1"
"Egypt","2019","Total","Total","35 - 39","2021","33793","1"
"Egypt","2019","Total","Total","40 - 44","2021","25319","1"
"Egypt","2019","Total","Total","45 - 49","2021","16232","1"
"Egypt","2019","Total","Total","50 - 54","2021","9947","1"
"Egypt","2019","Total","Total","55 - 59","2021","5835","1"
"Egypt","2019","Total","Total","60 - 64","2021","2587","1"
"Egypt","2019","Total","Total","65 - 69","2021","929","1"
"Egypt","2019","Total","Total","70 - 74","2021","320","1"
"Egypt","2019","Total","Total","75 +","2021","166","1"
"Egypt","2019","Total","18 - 19","Total","2021","441","1"
"Egypt","2019","Total","18 - 19","18 - 19","2021","228","1"
"Egypt","2019","Total","18 - 19","20 - 24","2021","157","1"
"Egypt","2019","Total","18 - 19","25 - 29","2021","23","1"
"Egypt","2019","Total","18 - 19","30 - 34","2021","12","1"
"Egypt","2019","Total","18 - 19","35 - 39","2021","15","1"
"Egypt","2019","Total","18 - 19","40 - 44","2021","4","1"
"Egypt","2019","Total","18 - 19","45 - 49","2021","0","1"
"Egypt","2019","Total","18 - 19","50 - 54","2021","2","1"
"Egypt","2019","Total","18 - 19","55 - 59","2021","0","1"
"Egypt","2019","Total","18 - 19","60 - 64","2021","0","1"
"Egypt","2019","Total","18 - 19","65 - 69","2021","0","1"
"Egypt","2019","Total","18 - 19","70 - 74","2021","0","1"
"Egypt","2019","Total","18 - 19","75 +","2021","0","1"
"Egypt","2019","Total","20 - 24","Total","2021","10794","1"
"Egypt","2019","Total","20 - 24","18 - 19","2021","2950","1"
"Egypt","2019","Total","20 - 24","20 - 24","2021","5993","1"
"Egypt","2019","Total","20 - 24","25 - 29","2021","1160","1"
"Egypt","2019","Total","20 - 24","30 - 34","2021","342","1"
"Egypt","2019","Total","20 - 24","35 - 39","2021","203","1"
"Egypt","2019","Total","20 - 24","40 - 44","2021","74","1"
"Egypt","2019","Total","20 - 24","45 - 49","2021","35","1"
"Egypt","2019","Total","20 - 24","50 - 54","2021","22","1"
"Egypt","2019","Total","20 - 24","55 - 59","2021","3","1"
"Egypt","2019","Total","20 - 24","60 - 64","2021","3","1"
"Egypt","2019","Total","20 - 24","65 - 69","2021","6","1"
"Egypt","2019","Total","20 - 24","70 - 74","2021","0","1"
"Egypt","2019","Total","20 - 24","75 +","2021","3","1"
"Egypt","2019","Total","25 - 29","Total","2021","33229","1"
"Egypt","2019","Total","25 - 29","18 - 19","2021","4069","1"
"Egypt","2019","Total","25 - 29","20 - 24","2021","15437","1"
"Egypt","2019","Total","25 - 29","25 - 29","2021","10160","1"
"Egypt","2019","Total","25 - 29","30 - 34","2021","2176","1"
"Egypt","2019","Total","25 - 29","35 - 39","2021","747","1"
"Egypt","2019","Total","25 - 29","40 - 44","2021","294","1"
"Egypt","2019","Total","25 - 29","45 - 49","2021","223","1"
"Egypt","2019","Total","25 - 29","50 - 54","2021","55","1"
"Egypt","2019","Total","25 - 29","55 - 59","2021","37","1"
"Egypt","2019","Total","25 - 29","60 - 64","2021","17","1"
"Egypt","2019","Total","25 - 29","65 - 69","2021","2","1"
"Egypt","2019","Total","25 - 29","70 - 74","2021","3","1"
"Egypt","2019","Total","25 - 29","75 +","2021","9","1"
"Egypt","2019","Total","30 - 34","Total","2021","46094","1"
"Egypt","2019","Total","30 - 34","18 - 19","2021","2053","1"
"Egypt","2019","Total","30 - 34","20 - 24","2021","11244","1"
"Egypt","2019","Total","30 - 34","25 - 29","2021","16632","1"
"Egypt","2019","Total","30 - 34","30 - 34","2021","11589","1"
"Egypt","2019","Total","30 - 34","35 - 39","2021","2843","1"
"Egypt","2019","Total","30 - 34","40 - 44","2021","1017","1"
"Egypt","2019","Total","30 - 34","45 - 49","2021","383","1"
"Egypt","2019","Total","30 - 34","50 - 54","2021","190","1"
"Egypt","2019","Total","30 - 34","55 - 59","2021","76","1"
"Egypt","2019","Total","30 - 34","60 - 64","2021","16","1"
"Egypt","2019","Total","30 - 34","65 - 69","2021","27","1"
"Egypt","2019","Total","30 - 34","70 - 74","2021","15","1"
"Egypt","2019","Total","30 - 34","75 +","2021","9","1"
"Egypt","2019","Total","35 - 39","Total","2021","38754","1"
"Egypt","2019","Total","35 - 39","18 - 19","2021","480","1"
"Egypt","2019","Total","35 - 39","20 - 24","2021","3443","1"
"Egypt","2019","Total","35 - 39","25 - 29","2021","8188","1"
"Egypt","2019","Total","35 - 39","30 - 34","2021","14455","1"
"Egypt","2019","Total","35 - 39","35 - 39","2021","9022","1"
"Egypt","2019","Total","35 - 39","40 - 44","2021","2040","1"
"Egypt","2019","Total","35 - 39","45 - 49","2021","670","1"
"Egypt","2019","Total","35 - 39","50 - 54","2021","263","1"
"Egypt","2019","Total","35 - 39","55 - 59","2021","100","1"
"Egypt","2019","Total","35 - 39","60 - 64","2021","70","1"
"Egypt","2019","Total","35 - 39","65 - 69","2021","13","1"
"Egypt","2019","Total","35 - 39","70 - 74","2021","4","1"
"Egypt","2019","Total","35 - 39","75 +","2021","6","1"
"Egypt","2019","Total","40 - 44","Total","2021","28265","1"
"Egypt","2019","Total","40 - 44","18 - 19","2021","132","1"
"Egypt","2019","Total","40 - 44","20 - 24","2021","1008","1"
"Egypt","2019","Total","40 - 44","25 - 29","2021","2666","1"
"Egypt","2019","Total","40 - 44","30 - 34","2021","7016","1"
"Egypt","2019","Total","40 - 44","35 - 39","2021","9826","1"
"Egypt","2019","Total","40 - 44","40 - 44","2021","5526","1"
"Egypt","2019","Total","40 - 44","45 - 49","2021","1348","1"
"Egypt","2019","Total","40 - 44","50 - 54","2021","537","1"
"Egypt","2019","Total","40 - 44","55 - 59","2021","140","1"
"Egypt","2019","Total","40 - 44","60 - 64","2021","48","1"
"Egypt","2019","Total","40 - 44","65 - 69","2021","8","1"
"Egypt","2019","Total","40 - 44","70 - 74","2021","3","1"
"Egypt","2019","Total","40 - 44","75 +","2021","7","1"
"Egypt","2019","Total","45 - 49","Total","2021","22006","1"
"Egypt","2019","Total","45 - 49","18 - 19","2021","50","1"
"Egypt","2019","Total","45 - 49","20 - 24","2021","400","1"
"Egypt","2019","Total","45 - 49","25 - 29","2021","1073","1"
"Egypt","2019","Total","45 - 49","30 - 34","2021","2791","1"
"Egypt","2019","Total","45 - 49","35 - 39","2021","5673","1"
"Egypt","2019","Total","45 - 49","40 - 44","2021","7364","1"
"Egypt","2019","Total","45 - 49","45 - 49","2021","3566","1"
"Egypt","2019","Total","45 - 49","50 - 54","2021","713","1"
"Egypt","2019","Total","45 - 49","55 - 59","2021","276","1"
"Egypt","2019","Total","45 - 49","60 - 64","2021","70","1"
"Egypt","2019","Total","45 - 49","65 - 69","2021","20","1"
"Egypt","2019","Total","45 - 49","70 - 74","2021","5","1"
"Egypt","2019","Total","45 - 49","75 +","2021","5","1"
"Egypt","2019","Total","50 - 54","Total","2021","17056","1"
"Egypt","2019","Total","50 - 54","18 - 19","2021","36","1"
"Egypt","2019","Total","50 - 54","20 - 24","2021","230","1"
"Egypt","2019","Total","50 - 54","25 - 29","2021","560","1"
"Egypt","2019","Total","50 - 54","30 - 34","2021","1328","1"
"Egypt","2019","Total","50 - 54","35 - 39","2021","2818","1"
"Egypt","2019","Total","50 - 54","40 - 44","2021","4595","1"
"Egypt","2019","Total","50 - 54","45 - 49","2021","4441","1"
"Egypt","2019","Total","50 - 54","50 - 54","2021","2261","1"
"Egypt","2019","Total","50 - 54","55 - 59","2021","608","1"
"Egypt","2019","Total","50 - 54","60 - 64","2021","115","1"
"Egypt","2019","Total","50 - 54","65 - 69","2021","56","1"
"Egypt","2019","Total","50 - 54","70 - 74","2021","5","1"
"Egypt","2019","Total","50 - 54","75 +","2021","3","1"
"Egypt","2019","Total","55 - 59","Total","2021","12907","1"
"Egypt","2019","Total","55 - 59","18 - 19","2021","19","1"
"Egypt","2019","Total","55 - 59","20 - 24","2021","191","1"
"Egypt","2019","Total","55 - 59","25 - 29","2021","346","1"
"Egypt","2019","Total","55 - 59","30 - 34","2021","860","1"
"Egypt","2019","Total","55 - 59","35 - 39","2021","1323","1"
"Egypt","2019","Total","55 - 59","40 - 44","2021","2441","1"
"Egypt","2019","Total","55 - 59","45 - 49","2021","3085","1"
"Egypt","2019","Total","55 - 59","50 - 54","2021","2833","1"
"Egypt","2019","Total","55 - 59","55 - 59","2021","1443","1"
"Egypt","2019","Total","55 - 59","60 - 64","2021","269","1"
"Egypt","2019","Total","55 - 59","65 - 69","2021","84","1"
"Egypt","2019","Total","55 - 59","70 - 74","2021","9","1"
"Egypt","2019","Total","55 - 59","75 +","2021","4","1"
"Egypt","2019","Total","60 - 64","Total","2021","7708","1"
"Egypt","2019","Total","60 - 64","18 - 19","2021","11","1"
"Egypt","2019","Total","60 - 64","20 - 24","2021","55","1"
"Egypt","2019","Total","60 - 64","25 - 29","2021","186","1"
"Egypt","2019","Total","60 - 64","30 - 34","2021","404","1"
"Egypt","2019","Total","60 - 64","35 - 39","2021","679","1"
"Egypt","2019","Total","60 - 64","40 - 44","2021","1065","1"
"Egypt","2019","Total","60 - 64","45 - 49","2021","1193","1"
"Egypt","2019","Total","60 - 64","50 - 54","2021","1708","1"
"Egypt","2019","Total","60 - 64","55 - 59","2021","1584","1"
"Egypt","2019","Total","60 - 64","60 - 64","2021","649","1"
"Egypt","2019","Total","60 - 64","65 - 69","2021","134","1"
"Egypt","2019","Total","60 - 64","70 - 74","2021","33","1"
"Egypt","2019","Total","60 - 64","75 +","2021","7","1"
"Egypt","2019","Total","65 - 69","Total","2021","4840","1"
"Egypt","2019","Total","65 - 69","18 - 19","2021","4","1"
"Egypt","2019","Total","65 - 69","20 - 24","2021","38","1"
